nexo_id	name	definition	comment
7197	CC:  | BP: anaerobic respiration | MF:ATP:ADP antiporter activity	CC_def:  | BP_def: The enzymatic release of energy from organic compounds (especially carbohydrates and fats) which uses compounds other than oxygen (e.g. nitrate, sulfate) as the terminal electron acceptor. | MF_def:Catalysis of the reaction: ATP(out) + ADP(in) = ATP(in) + ADP(out).	robustness:2.33411537858482 density:1 bootstrap:0.9027479 cc_score:0.0 bp_score:0.292707 mf_score:0.178572
5249	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.84295464 cc_score:0.0 bp_score:0.0 mf_score:0.0
6694	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.854349171 cc_score:0.0 bp_score:0.027016 mf_score:0.0
5211	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.82969225 cc_score:0.0 bp_score:0.0 mf_score:0.0
6622	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.76213635910524 density:0.333333333333333 bootstrap:0.628721178 cc_score:0.0 bp_score:0.0 mf_score:0.0
7174	CC:  | BP: lysine transport | MF:cadmium-exporting ATPase activity	CC_def:  | BP_def: The directed movement of lysine, 2,6-diaminohexanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + Cd2+(in) = ADP + phosphate + Cd2+(out).	robustness:0 density:0 bootstrap:0.64931041 cc_score:0.0 bp_score:0.442295 mf_score:0.446654
6929	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.29152806725027 density:1 bootstrap:0.59840237 cc_score:0.0 bp_score:0.0 mf_score:0.0
7262	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.04616515455095 density:0.666666666666667 bootstrap:0.7637352 cc_score:0.0 bp_score:0.0829758 mf_score:0.0
8828	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.5183696480489 density:0.0606060606060606 bootstrap:0.214046655 cc_score:0.0 bp_score:0.0129072 mf_score:0.0
7003	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.69421107545209 density:0.133333333333333 bootstrap:0.385964274 cc_score:0.0 bp_score:0.0449913 mf_score:0.0605151
6787	CC:  | BP: negative regulation of transcription from RNA polymerase III promoter | MF:RNA polymerase III core binding	CC_def:  | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of transcription from an RNA polymerase III promoter. | MF_def:Interacting selectively and non-covalently with RNA polymerase III core enzyme, a multisubunit eukaryotic nuclear RNA polymerase typically composed of seventeen subunits.	robustness:0 density:0 bootstrap:0.74947164 cc_score:0.0 bp_score:0.439946 mf_score:0.295735
5559	CC:  | BP: uracil biosynthetic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of uracil, 2,4-dioxopyrimidine, one of the pyrimidine bases occurring in RNA, but not in DNA. | MF_def:	robustness:2.20362947421223 density:1 bootstrap:0.804635134 cc_score:0.0 bp_score:0.443238 mf_score:0.0
5230	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.85968174 cc_score:0.0 bp_score:0.0 mf_score:0.0
9152	CC: nuclear mitotic cohesin complex | BP: protein localization to chromatin | MF:	CC_def: A cohesin complex that mediates sister chromatid cohesion in the nucleus during mitosis; has a subunit composition distinct from that of the meiotic cohesin complex. | BP_def: Any process in which a protein is transported to, or maintained at, a part of a chromosome that is organized into chromatin. | MF_def:	robustness:4.7555644464599 density:1 bootstrap:0.62455215 cc_score:0.531804 bp_score:0.133846 mf_score:0.0
9735	CC: endosomal part | BP: regulation of vacuole fusion, non-autophagic | MF:	CC_def: Any constituent part of an endosome, a membrane-bounded organelle to which materials ingested by endocytosis are delivered. | BP_def: Any process that modulates the frequency, rate or extent of the fusion of two vacuole membranes to form a single vacuole. | MF_def:	robustness:15.7014198467837 density:0.358695652173913 bootstrap:0.585721342 cc_score:0.112458 bp_score:0.179825 mf_score:0.0910853
9776	CC: protein kinase CK2 complex | BP: regulation of transcription from RNA polymerase III promoter | MF:regulation of transcription from RNA polymerase III promoter	CC_def: A protein complex that possesses protein serine/threonine kinase activity, and contains two catalytic alpha subunits and two regulatory beta subunits. Protein kinase CK2 complexes are found in nearly every subcellular compartment, and can phosphorylate many protein substrates in addition to casein. | BP_def: Any process that modulates the frequency, rate or extent of transcription from an RNA ploymerase III promoter. | MF_def:Any process that modulates the frequency, rate or extent of transcription from an RNA ploymerase III promoter.	robustness:7.69032076401637 density:1 bootstrap:0.65328488 cc_score:0.583633 bp_score:0.399311 mf_score:0.362853
7722	CC:  | BP: sterol import | MF:histone-arginine N-methyltransferase activity	CC_def:  | BP_def: The directed movement of a sterol into a cell or organelle. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule. | MF_def:Catalysis of the reaction: S-adenosyl-L-methionine + (histone)-arginine = S-adenosyl-L-homocysteine + (histone)-N-methyl-arginine.	robustness:0 density:0 bootstrap:0.541760606 cc_score:0.0 bp_score:0.18028 mf_score:0.271967
8851	CC:  | BP: cellular response to phosphate starvation | MF:	CC_def:  | BP_def: Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of phosphate. | MF_def:	robustness:7.70389482203091 density:1 bootstrap:0.65559312 cc_score:0.0 bp_score:0.220682 mf_score:0.0866429
9505	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.81197749505416 density:1 bootstrap:0.63945758 cc_score:0.0 bp_score:0.0994332 mf_score:0.0
8308	CC:  | BP: budding cell isotropic bud growth | MF:	CC_def:  | BP_def: Unlocalized bud growth such that the entire surface of the bud expands evenly, in a cell that reproduces by budding. | MF_def:	robustness:2.07118492220709 density:1 bootstrap:0.710819934 cc_score:0.0649064 bp_score:0.12638 mf_score:0.0
5169	CC:  | BP: glutaminyl-tRNA aminoacylation | MF:glutamine-tRNA ligase activity	CC_def:  | BP_def: The process of coupling glutamine to glutaminyl-tRNA, catalyzed by glutaminyl-tRNA synthetase. In tRNA aminoacylation, the amino acid is first activated by linkage to AMP and then transferred to either the 2'- or the 3'-hydroxyl group of the 3'- adenosine residue of the tRNA. | MF_def:Catalysis of the reaction: ATP + L-glutamine + tRNA(Gln) = AMP + diphosphate + L-glutaminyl-tRNA(Gln).	robustness:1.09464492097915 density:0.0181818181818182 bootstrap:0.572870629 cc_score:0.0 bp_score:0.136239 mf_score:0.135768
7685	CC:  | BP: spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) | MF:	CC_def:  | BP_def: Rearrangement of the pre-catalytic spliceosome containing U4 (or U4atac) and U1 (or U11) snRNPs to unpair U4 (or U4atac) from U6 (or U6atac) and release it from the spliceosomal complex along with U1 (or U11). | MF_def:	robustness:0 density:0 bootstrap:0.814573717 cc_score:0.0 bp_score:0.176703 mf_score:0.0
8176	CC:  | BP: transcription termination, DNA-dependent | MF:	CC_def:  | BP_def: The cellular process that completes DNA-dependent transcription; the formation of phosphodiester bonds ceases, the RNA-DNA hybrid dissociates, and RNA polymerase releases the DNA. | MF_def:	robustness:2.93536558635461 density:0.4 bootstrap:0.458204566 cc_score:0.0 bp_score:0.11454 mf_score:0.0
9674	CC:  | BP: glycolysis | MF:	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of a monosaccharide (generally glucose) into pyruvate, with the concomitant production of a small amount of ATP. Glycolysis begins with phosphorylation of a monosaccharide (generally glucose) on the sixth carbon by a hexokinase, and ends with the production of pyruvate. Pyruvate may be converted to ethanol, lactate, or other small molecules, or fed into the TCA cycle. | MF_def:	robustness:10.2733260132449 density:0.438095238095238 bootstrap:0.50653965 cc_score:0.0 bp_score:0.188861 mf_score:0.0730598
9730	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.19940255069078 density:0.0221774193548387 bootstrap:0.085683204 cc_score:0.0 bp_score:0.0203795 mf_score:0.0
9158	CC:  | BP:  | MF:mRNA 5'-UTR binding	CC_def:  | BP_def:  | MF_def:Interacting selectively and non-covalently with the 5' untranslated region of an mRNA molecule.	robustness:1.162534946796 density:1 bootstrap:0.223941138 cc_score:0.0 bp_score:0.038511 mf_score:0.438214
5115	CC:  | BP:  | MF:glutathione-disulfide reductase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 2 glutathione + NADP+ = glutathione disulfide + NADPH + H+.	robustness:0 density:0 bootstrap:0.94080849 cc_score:0.0 bp_score:0.0 mf_score:0.176947
7404	CC:  | BP: nitrogen catabolite repression of transcription | MF:	CC_def:  | BP_def: A transcription regulation process in which the presence of one nitrogen source leads to a decrease in the frequency, rate, or extent of transcription of specific genes involved in the metabolism of other nitrogen sources. | MF_def:	robustness:1.90357503564612 density:1 bootstrap:0.60042926 cc_score:0.0 bp_score:0.231057 mf_score:0.0
8618	CC: dolichyl-phosphate-mannose-protein mannosyltransferase complex | BP: ER-associated misfolded protein catabolic process | MF:	CC_def: A complex that possesses dolichyl-phosphate-mannose-protein mannosyltransferase activity; usually includes members of the PMT1 and PMT2 protein subfamilies. | BP_def: The chemical reactions and pathways resulting in the breakdown of misfolded proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation. | MF_def:	robustness:1.95352539341537 density:1 bootstrap:0.632353561 cc_score:0.293418 bp_score:0.29436 mf_score:0.0
6266	CC:  | BP:  | MF:polyamine transmembrane transporter activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of polyamines, organic compounds containing two or more amino groups, from one side of the membrane to the other.	robustness:1.70358572680222 density:0.133333333333333 bootstrap:0.390247437 cc_score:0.0 bp_score:0.099766 mf_score:0.107819
7880	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.79058283 cc_score:0.0 bp_score:0.0 mf_score:0.0
5529	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.24989414335739 density:1 bootstrap:0.838776042 cc_score:0.0 bp_score:0.0 mf_score:0.0
9634	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.01314484470347 density:0.0359848484848485 bootstrap:0.111394557 cc_score:0.0 bp_score:0.0148907 mf_score:0.0232757
6076	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.78618807 cc_score:0.0 bp_score:0.0577684 mf_score:0.0
7949	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.399870462 cc_score:0.0 bp_score:0.054019 mf_score:0.0
9980	CC: microtubule cytoskeleton | BP: microtubule-based process | MF:	CC_def: The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins. | BP_def: Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins. | MF_def:	robustness:19.4024959668204 density:0.142108328479907 bootstrap:0.51340049 cc_score:0.245125 bp_score:0.252137 mf_score:0.0341095
6075	CC:  | BP:  | MF:ADP-ribose diphosphatase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: ADP-ribose + H2O = AMP + D-ribose 5-phosphate.	robustness:2.83018160738108 density:0.333333333333333 bootstrap:0.85499486 cc_score:0.0 bp_score:0.0 mf_score:0.229463
5964	CC:  | BP: mitochondrial iron ion transport | MF:porphobilinogen synthase activity	CC_def:  | BP_def: The directed movement of iron ions into, out of or within a mitochondrion. | MF_def:Catalysis of the reaction: 2 5-aminolevulinate = 2 H(2)O + H(+) + porphobilinogen.	robustness:1.89852636352344 density:1 bootstrap:0.59724856 cc_score:0.0 bp_score:0.293095 mf_score:0.439297
6427	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.514751378 cc_score:0.0 bp_score:0.0 mf_score:0.0
9642	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:6.14665642537097 density:0.642857142857143 bootstrap:0.409473743 cc_score:0.0 bp_score:0.098714 mf_score:0.0
5947	CC:  | BP: alanine catabolic process | MF:L-alanine:2-oxoglutarate aminotransferase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of alanine, 2-aminopropanoic acid. | MF_def:Catalysis of the reaction: 2-oxoglutarate + L-alanine = L-glutamate + pyruvate.	robustness:0 density:0 bootstrap:0.508867481 cc_score:0.0 bp_score:0.439586 mf_score:0.299528
9540	CC:  | BP: attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation | MF:	CC_def:  | BP_def: The process in which spindle microtubules become physically associated with the proteins making up the kinetochore complex during meiosis I. During meiosis I sister kinetochores are lying next to each other facing the same spindle pole and monopolar attachment of the chromatid to the spindle occurs. | MF_def:	robustness:0 density:0 bootstrap:0.68686031 cc_score:0.0 bp_score:0.439861 mf_score:0.0
5861	CC:  | BP:  | MF:peptide-methionine-(S)-S-oxide reductase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reactions: peptide-L-methionine + thioredoxin disulfide + H2O = peptide-L-methionine (S)-S-oxide + thioredoxin, and L-methionine + thioredoxin disulfide + H2O = L-methionine (S)-S-oxide + thioredoxin.	robustness:0 density:0 bootstrap:0.68706105 cc_score:0.0 bp_score:0.0 mf_score:0.298294
6128	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.878459546 cc_score:0.0 bp_score:0.0 mf_score:0.0
6819	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.579280462 cc_score:0.0 bp_score:0.0 mf_score:0.0
5325	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.88548009 cc_score:0.0 bp_score:0.0 mf_score:0.0
7910	CC:  | BP:  | MF:cystathionine gamma-synthase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: O-succinyl-L-homoserine + L-cysteine = cystathionine + succinate.	robustness:0 density:0 bootstrap:0.685438276 cc_score:0.0 bp_score:0.0 mf_score:0.219922
5799	CC:  | BP: asparagine metabolic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways involving asparagine, 2-amino-3-carbamoylpropanoic acid. | MF_def:	robustness:3.09060855395188 density:0.266666666666667 bootstrap:0.563784034 cc_score:0.0 bp_score:0.199613 mf_score:0.0
8648	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.330986978 cc_score:0.0 bp_score:0.0 mf_score:0.0
8702	CC: proton-transporting two-sector ATPase complex, proton-transporting domain | BP: ATP biosynthetic process | MF:cation-transporting ATPase activity	CC_def: A protein complex that forms part of a proton-transporting two-sector ATPase complex and carries out proton transport across a membrane. The proton-transporting domain (F0, V0, or A0) includes integral and peripheral membrane proteins. | BP_def: The chemical reactions and pathways resulting in the formation of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator. | MF_def:Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + cation(out) = ADP + phosphate + cation(in).	robustness:10.7644895605865 density:0.261904761904762 bootstrap:0.54057507 cc_score:0.22868 bp_score:0.330212 mf_score:0.284892
8096	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.58317689218115 density:0.666666666666667 bootstrap:0.608108724 cc_score:0.0 bp_score:0.0 mf_score:0.0
5292	CC:  | BP:  | MF:rRNA (guanine-N1-)-methyltransferase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: S-adenosyl-L-methionine + rRNA = S-adenosyl-L-homocysteine + rRNA containing N1-methylguanine.	robustness:0 density:0 bootstrap:0.761823253 cc_score:0.0 bp_score:0.0 mf_score:0.442887
7871	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.36464535501673 density:0.238095238095238 bootstrap:0.55804692 cc_score:0.0 bp_score:0.0 mf_score:0.0
5957	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.27897633229206 density:0.285714285714286 bootstrap:0.722565891 cc_score:0.0 bp_score:0.0583078 mf_score:0.0928208
8606	CC: Mre11 complex | BP: single-stranded telomeric DNA binding | MF:G-quadruplex DNA binding	CC_def: Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins. | BP_def: Interacting selectively and non-covalently with single-stranded telomere-associated DNA. | MF_def:Interacting selectively and non-covalently with G-quadruplex DNA structures, in which groups of four guanines adopt a flat, cyclic Hoogsteen hydrogen-bonding arrangement known as a guanine tetrad. The stacking of guanine tetrads results in G-quadruplex DNA structures. G-quadruplex DNA can form under physiological conditions from some G-rich sequences, such as those found in telomeres, immunoglobulin switch regions, gene promoters, fragile X repeats, and the dimerization domain in the human immunodeficiency virus (HIV) genome.	robustness:3.73564110375741 density:1 bootstrap:0.770776509 cc_score:0.875283 bp_score:0.328125 mf_score:0.87865
6446	CC:  | BP: cellular modified amino acid catabolic process | MF:omega peptidase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of compounds derived from amino acids, organic acids containing one or more amino substituents. | MF_def:Catalysis of the removal of terminal peptide residues that are substituted, cyclized or linked by isopeptide bonds (peptide linkages other than those of alpha-carboxyl to alpha-amino groups).	robustness:2.6594047284021 density:0.2 bootstrap:0.854554847 cc_score:0.0 bp_score:0.204519 mf_score:0.225871
9216	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.11873612843766 density:0.166666666666667 bootstrap:0.294540199 cc_score:0.0 bp_score:0.0 mf_score:0.0
9108	CC: nucleotide-excision repair factor 1 complex | BP: gene conversion at mating-type locus, DNA repair synthesis | MF:nucleoside binding	CC_def: One of several protein complexes involved in nucleotide-excision repair; possesses DNA damage recognition and endodeoxynuclease activities. In S. cerevisiae, it is composed of Rad1p, Rad10p, and Rad14p; in human the subunits are ERCC4/XPF, ERCC1 and XPA, respectively. | BP_def: Synthesis of DNA that proceeds from the broken 3' single-strand DNA end uses the homologous intact duplex as the template during gene conversion at the mating-type locus. | MF_def:Interacting selectively and non-covalently with a nucleoside, a compound consisting of a purine or pyrimidine nitrogenous base linked either to ribose or deoxyribose.	robustness:0 density:0 bootstrap:0.189490864 cc_score:0.162324 bp_score:0.232358 mf_score:0.149484
6158	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.734011245 cc_score:0.0 bp_score:0.0 mf_score:0.0
9529	CC:  | BP: cAMP biosynthetic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of the nucleotide cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate). | MF_def:	robustness:1.15179924486948 density:0.0439560439560440 bootstrap:0.139531847 cc_score:0.0 bp_score:0.131422 mf_score:0.0
7662	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.513343637 cc_score:0.0 bp_score:0.0 mf_score:0.0
8026	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.15464485694044 density:1 bootstrap:0.76926016 cc_score:0.0 bp_score:0.0 mf_score:0.0
6926	CC:  | BP: ferrous iron transport | MF:ferrous iron transmembrane transporter activity	CC_def:  | BP_def: The directed movement of ferrous iron (Fe(II) or Fe2+) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:Catalysis of the transfer of ferrous iron (Fe(II) or Fe2+) ions from one side of a membrane to the other.	robustness:0 density:0 bootstrap:0.622947975 cc_score:0.0 bp_score:0.441044 mf_score:0.444063
9320	CC:  | BP: regulation of nucleosome density | MF:	CC_def:  | BP_def: Any process that modulates the number of nucleosomes in a given region of a chromosome. | MF_def:	robustness:0.75198358346079 density:0.0666666666666667 bootstrap:0.169118736 cc_score:0.0 bp_score:0.143506 mf_score:0.0
5411	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.87460935 cc_score:0.0 bp_score:0.0 mf_score:0.0
6060	CC:  | BP: 'de novo' pyrimidine base biosynthetic process | MF:aspartate carbamoyltransferase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of pyrimidine bases, 1,3-diazine, organic nitrogenous bases, beginning with the synthesis of a pyrimidine ring from simpler precursors. | MF_def:Catalysis of the reaction: L-aspartate + carbamoyl phosphate = N-carbamoyl-L-aspartate + H(+) + phosphate.	robustness:3.9108324791229 density:1 bootstrap:0.84476635 cc_score:0.0 bp_score:0.390561 mf_score:0.300524
5873	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.19629168135695 density:1 bootstrap:0.7992854 cc_score:0.0 bp_score:0.0 mf_score:0.0
9920	CC:  | BP:  | MF:ATP-dependent protein binding	CC_def:  | BP_def:  | MF_def:Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules) using energy from the hydrolysis of ATP.	robustness:0 density:0 bootstrap:0.79238882 cc_score:0.0 bp_score:0.0 mf_score:0.437695
6001	CC:  | BP: glycerophosphodiester transport | MF:glycerophosphodiester transmembrane transporter activity	CC_def:  | BP_def: The directed movement of glycerophosphodiesters into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Glycerophosphodiesters are small molecules composed of glycerol-3-phosphate and an alcohol, for example, glycerophosphoinositol. | MF_def:Catalysis of the transfer of glycerophosphodiesters from one side of a membrane to the other. Glycerophosphodiesters are small molecules composed of glycerol-3-phosphate and an alcohol, for example, glycerophosphoinositol.	robustness:0 density:0 bootstrap:0.8050424 cc_score:0.0 bp_score:0.31677 mf_score:0.324027
8645	CC:  | BP: regulation of stress-activated MAPK cascade | MF:Hsp70 protein binding	CC_def:  | BP_def: Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade. | MF_def:Interacting selectively and non-covalently with Hsp70 proteins, any of a group of heat shock proteins around 70kDa in size.	robustness:2.06430784491161 density:0.333333333333333 bootstrap:0.454866362 cc_score:0.0 bp_score:0.149851 mf_score:0.387307
6257	CC:  | BP:  | MF:glycolipid 6-alpha-mannosyltransferase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the transfer of an alpha-D-mannosyl residue from GDP-mannose into lipid-linked oligosaccharide, forming an alpha-1,6-D-mannosyl-D-mannose linkage.	robustness:0 density:0 bootstrap:0.816643946 cc_score:0.0 bp_score:0.0 mf_score:0.298677
7780	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:9.02000483663383 density:1 bootstrap:0.89872586 cc_score:0.0 bp_score:0.0 mf_score:0.0
8867	CC:  | BP: GO:0035961 | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.81832100168128 density:1 bootstrap:0.547851628 cc_score:0.0 bp_score:0.294849 mf_score:0.0
7516	CC:  | BP: cytosine metabolic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways involving cytosine, 4-amino-2-hydroxypyrimidine, a pyrimidine derivative that is one of the five main bases found in nucleic acids; it occurs widely in cytidine derivatives. | MF_def:	robustness:0 density:0 bootstrap:0.533901308 cc_score:0.0 bp_score:0.203691 mf_score:0.0
8197	CC:  | BP:  | MF:phosphatidylinositol deacylase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol + H(2)O = 1-acyl-sn-glycero-3-phospho-D-myo-inositol + a carboxylate + H(+).	robustness:0 density:0 bootstrap:0.383947861 cc_score:0.0 bp_score:0.0 mf_score:0.313697
9494	CC: checkpoint clamp complex | BP: mitotic cell cycle G1/S transition checkpoint | MF:exodeoxyribonuclease III activity	CC_def: Conserved heterotrimeric complex of PCNA-like proteins that is loaded onto DNA at sites of DNA damage. | BP_def: A cell cycle checkpoint that blocks entry into S phase of the mitotic cell cycle. | MF_def:Catalysis of the degradation of double-stranded DNA. It acts progressively in a 3' to 5' direction, releasing 5'-phosphomononucleotides.	robustness:8.3378590814924 density:1 bootstrap:0.76793206 cc_score:0.438645 bp_score:0.212906 mf_score:0.149885
7924	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.387770107 cc_score:0.0 bp_score:0.0121488 mf_score:0.0
7079	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.5365836165156 density:0.3 bootstrap:0.48268206 cc_score:0.0 bp_score:0.0 mf_score:0.0
7716	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.602339763 cc_score:0.0 bp_score:0.0 mf_score:0.0
5145	CC:  | BP: negative regulation of microtubule depolymerization | MF:	CC_def:  | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule depolymerization; prevention of depolymerization of a microtubule can result from binding by 'capping' at the plus end (e.g. by interaction with another cellular protein of structure) or by exposing microtubules to a stabilizing drug such as taxol. | MF_def:	robustness:0 density:0 bootstrap:0.82777273 cc_score:0.0 bp_score:0.152272 mf_score:0.0
5418	CC:  | BP: GO:2001196 | MF:holo-[acyl-carrier-protein] synthase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: CoA + substrate-serine = adenosine 3',5'-bisphosphate + substrate-serine-4'-phosphopantetheine. The transfer of the 4'-phosphopantetheine (Ppant) co-factor from coenzyme A to the hydroxyl side chain of the serine residue of acyl- or peptidyl-carrier protein (ACP or PCP) to convert them from the apo to the holo form.	robustness:0 density:0 bootstrap:0.86184883 cc_score:0.0 bp_score:0.441262 mf_score:0.221892
6546	CC:  | BP: regulation of transcription, mating-type specific | MF:	CC_def:  | BP_def: Any mating-type specific process that modulates the frequency, rate or extent of transcription. | MF_def:	robustness:4.81231227651764 density:0.25 bootstrap:0.81816163 cc_score:0.0 bp_score:0.429545 mf_score:0.0
7761	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.25156514627913 density:0.333333333333333 bootstrap:0.317165533 cc_score:0.0 bp_score:0.0 mf_score:0.0
6969	CC:  | BP: sulfate transport | MF:secondary active sulfate transmembrane transporter activity	CC_def:  | BP_def: The directed movement of sulfate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. | MF_def:Catalysis of the secondary active transfer of sulfate from one side of the membrane to the other. Secondary active transport is catalysis of the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy. Chemiosmotic sources of energy include uniport, symport or antiport.	robustness:4.1983956900276 density:0.5 bootstrap:0.714899584 cc_score:0.0 bp_score:0.245466 mf_score:0.244698
5517	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.51831047 cc_score:0.0 bp_score:0.0 mf_score:0.0
6562	CC:  | BP:  | MF:chitin binding	CC_def:  | BP_def:  | MF_def:Interacting selectively and non-covalently with chitin, a linear polysaccharide consisting of P-1,4-linked N-acetyl-D-glucosamine residues.	robustness:1.62468588252679 density:0.166666666666667 bootstrap:0.621195159 cc_score:0.0 bp_score:0.0839032 mf_score:0.158925
